layer,norm_depth,model_key,act_type,condition,auroc_mean,acc_mean,auroc_std
35,0.8571,gemma9b_base,h,A_to_B,0.9339037698412699,0.65625,NaN
35,0.8571,gemma9b_base,h,B_to_A,0.9571428571428572,0.7375,NaN
36,0.881,gemma9b_base,h,A_to_B,0.9330357142857143,0.6041666666666666,NaN
36,0.881,gemma9b_base,h,B_to_A,0.9575,0.725,NaN
37,0.9048,gemma9b_base,h,A_to_B,0.933655753968254,0.625,NaN
37,0.9048,gemma9b_base,h,B_to_A,0.9580357142857143,0.75,NaN
38,0.9286,gemma9b_base,h,A_to_B,0.9325396825396826,0.6354166666666666,NaN
38,0.9286,gemma9b_base,h,B_to_A,0.9575,0.7375,NaN
39,0.9524,gemma9b_base,h,A_to_B,0.9393601190476191,0.6458333333333334,NaN
39,0.9524,gemma9b_base,h,B_to_A,0.9526785714285715,0.7375,NaN
40,0.9762,gemma9b_base,h,A_to_B,0.9370039682539683,0.625,NaN
40,0.9762,gemma9b_base,h,B_to_A,0.9539285714285715,0.7375,NaN
41,1.0,gemma9b_base,h,A_to_B,0.9427083333333334,0.6145833333333334,NaN
41,1.0,gemma9b_base,h,B_to_A,0.9501785714285715,0.7375,NaN
